Gene_names	CTRL_4h_1	CTRL_4h_2	CTRL_4h_3	SWTX143_50mpk_4h_1	SWTX143_50mpk_4h_2	SWTX143_50mpk_4h_3
CD74	77	87	124	167	223	96
RPS14	3431	4998	4576	4802	4692	4353
LOC102546298	20	31	26	10	13	9
NDST1	1732	2688	2096	788	767	723
SYNPO	1961	3324	2714	1674	1833	1386
MYOZ3	1	3	2	7	6	6
RBM22	321	518	362	387	369	309
DCTN4	507	810	670	575	508	482
SMIM3	11	50	53	22	24	15
IRGM	0	0	0	0	0	0
ZNF300	5	8	3	6	4	2
ZNF300P1	0	1	1	1	0	1
WEE2	0	3	0	0	1	3
TNIP1	823	1164	1154	454	381	369
ANXA6	245	249	242	279	366	328
CCDC69	0	0	0	0	0	2
GM2A	63	96	69	111	122	76
SLC36A3	0	0	0	0	0	0
SLC36A2	0	0	4	3	8	1
SLC36A1	96	189	132	69	78	63
FAT2	3	5	5	6	6	5
MIR6499	0	0	0	0	0	0
SPARC	29780	46194	36888	19170	19150	18584
CTB-113P19.1	956	1904	1456	626	694	596
ATOX1	109	182	161	103	102	80
LOC100652758	40	79	48	46	34	40
G3BP1	700	1167	859	552	439	482
GLRA1	0	0	0	0	0	0
CTB-12O2.1	0	0	0	0	0	1
NMUR2	0	0	0	0	0	0
LINC01470	0	0	0	0	0	0
GRIA1	1	0	2	8	10	9
FAM114A2	118	164	128	110	91	97
MFAP3	278	477	336	255	175	195
GALNT10	1639	3194	2728	1953	1692	1632
MIR1294	0	0	0	0	0	0
SAP30L-AS1	23	41	51	34	32	38
SAP30L	226	490	439	334	327	277
HAND1	0	0	0	0	0	0
MIR3141	0	0	0	0	0	0
MIR1303	0	0	0	0	0	0
LARP1	1417	2410	1928	1342	1231	1097
FAXDC2	109	283	225	189	188	150
MIR378H	1	0	0	1	1	0
CNOT8	182	382	309	222	183	192
GEMIN5	182	261	201	184	149	140
MRPL22	66	137	102	96	77	88
SGCD	15	15	15	8	12	26
PPP1R2P3	2	1	2	1	0	2
TIMD4	0	0	0	0	0	0
HAVCR1	0	0	0	0	0	0
HAVCR2	0	0	0	0	0	1
MED7	59	64	53	58	38	41
FAM71B	0	0	0	0	0	0
ITK	0	0	2	0	1	0
CYFIP2	474	555	489	512	419	395
FNDC9	0	1	0	1	0	0
LOC102724404	1	0	0	2	0	0
NIPAL4	1	0	1	1	0	0
ADAM19	158	187	160	60	56	36
SOX30	2	3	0	1	2	0
C5orf52	0	0	0	1	0	0
THG1L	82	121	81	93	86	84
LSM11	39	74	62	36	31	37
CLINT1	955	1206	1063	789	730	722
LOC101927697	0	0	0	0	0	0
EBF1	176	59	91	99	152	146
LOC101927740	0	0	0	1	0	0
RNF145	717	1205	960	806	699	591
LOC105377682	1	0	0	0	0	0
UBLCP1	276	435	366	238	211	202
IL12B	0	1	0	2	0	0
LOC285626	0	0	1	0	0	0
LOC285627	0	0	0	0	0	0
LOC101927766	0	0	0	0	0	0
ADRA1B	1	4	5	2	1	3
TTC1	303	437	390	280	269	236
PWWP2A	243	360	293	325	276	285
FABP6	0	0	0	1	0	0
CCNJL	15	16	12	19	13	7
C1QTNF2	3	4	5	7	5	4
ZBED8	23	63	38	41	34	38
SLU7	194	280	242	238	222	210
PTTG1	161	239	158	96	77	133
MIR3142HG	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0
MIR146A	0	0	0	0	0	0
ATP10B	0	0	2	0	0	0
LOC285629	0	0	0	0	0	0
GABRB2	0	0	0	0	0	0
GABRA6	0	0	0	0	0	0
GABRA1	0	0	0	0	0	0
LINC01202	0	0	0	0	0	0
GABRG2	0	0	0	0	0	0
CCNG1	751	1141	929	1073	869	991
NUDCD2	89	188	122	154	135	120
HMMR	155	234	166	84	80	114
HMMR-AS1	30	25	22	7	12	11
MAT2B	274	450	349	431	368	370
LOC101927835	0	0	0	0	0	0
LOC102546299	0	0	0	0	0	0
CTB-7E3.1	0	0	0	0	0	0
LOC101927908	0	0	0	0	0	0
TENM2	6271	11068	9903	4035	3536	3763
CTB-178M22.2	0	1	2	7	7	1
WWC1	2429	5212	4094	1761	1399	1555
RARS	569	842	700	544	451	447
FBLL1	1	3	0	0	1	1
PANK3	100	175	144	86	87	64
MIR103A1	0	0	0	0	0	0
MIR103B1	0	0	0	0	0	0
SLIT3	1941	5343	4443	4699	3451	4684
LOC101927969	47	220	144	168	123	132
MIR218-2	0	0	0	0	0	1
LOC728095	2	4	3	6	6	4
MIR585	0	0	0	0	0	0
SCLY	0	0	0	0	0	0
DOCK2	56	43	74	47	91	37
FAM196B	0	0	0	0	0	0
MIR378E	0	0	0	0	0	0
FOXI1	0	0	0	0	0	1
LINC01187	0	0	0	0	0	0
C5orf58	0	0	0	0	0	0
LCP2	4	0	3	3	5	4
LINC01366	0	0	0	0	0	0
KCNIP1	2	3	1	3	2	2
KCNMB1	0	0	0	0	0	0
CTD-2270F17.1	0	0	0	0	0	0
LOC105377716	0	1	3	2	0	0
GABRP	0	1	3	11	9	4
RANBP17	7	2	1	3	4	7
TLX3	0	0	0	0	0	0
MIR3912	0	0	0	0	0	0
NPM1	5200	7366	6358	5277	4567	4406
FGF18	258	460	426	332	326	280
SMIM23	0	0	0	0	0	0
FBXW11	325	552	462	463	398	409
STK10	416	746	657	268	258	311
EFCAB9	2	0	0	0	0	0
UBTD2	198	319	269	214	155	167
LOC100288254	0	0	0	0	0	1
SH3PXD2B	294	386	331	272	268	217
NEURL1B	350	728	523	325	243	344
MIR5003	0	0	0	0	0	0
LOC101928093	1	1	1	0	2	1
DUSP1	1115	1940	1555	587	529	680
ERGIC1	1270	2348	1902	1185	1052	996
LOC100268168	18	31	20	10	8	14
RPL26L1	132	194	170	100	97	84
ATP6V0E1	447	772	700	491	459	393
SNORA74B	0	0	0	0	0	0
CREBRF	143	178	161	215	212	178
BNIP1	49	76	49	42	41	45
NKX2-5	1	0	0	0	0	0
STC2	8	7	10	3	5	4
MIR8056	0	0	0	0	0	0
LOC285593	3	5	2	3	4	6
BOD1	226	384	274	243	221	223
LINC01484	0	0	0	0	0	0
LINC01485	0	0	0	0	0	0
CPEB4	358	169	201	233	279	269
C5orf47	0	0	0	0	0	0
HMP19	1	0	0	0	0	1
LINC01411	0	0	0	0	0	0
MSX2	1	0	6	1	1	6
MIR4634	0	0	0	0	0	0
FLJ16171	0	0	0	0	0	0
DRD1	0	0	0	0	1	0
SFXN1	279	553	463	208	173	199
HRH2	0	0	0	2	0	3
CPLX2	2	1	1	2	1	2
THOC3	33	60	41	25	39	36
LOC100996385	0	0	0	1	0	0
FAM153B	1	1	0	0	0	0
LOC100507387	0	0	0	2	1	2
LOC643201	8	14	4	15	11	12
SIMC1	67	121	96	116	84	91
KIAA1191	520	1221	846	730	609	648
ARL10	5	6	2	2	1	0
MIR1271	0	0	0	0	0	0
NOP16	200	306	285	217	206	200
HIGD2A	232	458	367	401	340	346
FAF2	638	985	756	687	533	526
RNF44	406	641	527	694	753	604
CDHR2	2	6	2	7	9	3
GPRIN1	39	67	44	29	24	18
SNCB	0	0	0	0	0	0
MIR4281	0	0	0	0	0	0
EIF4E1B	0	0	0	0	0	0
TSPAN17	174	219	210	172	147	134
LINC01574	0	0	0	0	0	0
UNC5A	39	55	41	33	58	23
HK3	3	3	10	6	11	3
UIMC1	120	187	143	108	132	97
ZNF346	156	227	192	168	153	169
FGFR4	35	54	30	24	18	27
NSD1	772	1206	955	694	603	575
RAB24	119	218	187	211	206	150
PRELID1	832	1086	1005	642	664	638
MXD3	437	593	519	387	328	349
LMAN2	560	842	719	587	534	499
RGS14	56	104	79	60	55	55
SLC34A1	0	0	0	0	0	0
PFN3	0	0	0	0	0	0
F12	9	16	24	7	5	4
GRK6	111	185	157	138	109	119
PRR7-AS1	3	15	9	6	7	10
PRR7	50	72	83	42	62	55
DBN1	1276	2463	1898	1367	1341	1165
PDLIM7	763	1170	913	768	839	776
DOK3	14	35	18	15	13	16
DDX41	386	650	548	415	386	384
FAM193B	283	509	417	513	462	431
KPRP	1	0	0	0	0	1
B4GALT7	154	201	182	128	129	125
LOC202181	16	27	25	51	35	32
FAM153A	4	0	3	3	1	1
LOC728554	3	17	9	7	10	3
PROP1	0	0	0	0	0	0
FAM153C	0	1	1	2	1	2
N4BP3	4	8	6	2	3	2
RMND5B	83	169	140	93	76	92
NHP2	222	368	276	278	189	254
GMCL1P1	3	0	2	0	1	4
HNRNPAB	1290	1380	1176	868	853	892
PHYKPL	207	393	304	333	293	268
COL23A1	9	21	13	14	13	11
CLK4	156	219	174	218	210	206
ZNF354A	56	104	65	64	38	44
AACSP1	0	0	0	0	0	0
ZNF354B	29	49	41	39	36	44
ZFP2	0	3	1	1	3	0
ZNF454	0	0	0	0	1	0
GRM6	0	0	0	0	0	0
ZNF879	0	0	0	0	0	0
ZNF354C	34	27	24	24	34	35
ADAMTS2	523	900	682	907	847	907
RUFY1	296	475	388	341	320	290
LOC101928445	42	64	56	51	52	41
HNRNPH1	3339	4245	3537	3894	3437	3570
C5orf60	1	1	1	3	0	0
LOC105377763	4	6	1	5	4	2
CBY3	0	0	1	3	2	0
CANX	7987	11627	9460	5738	5284	4844
MAML1	375	796	600	416	363	374
LTC4S	25	105	72	101	87	88
MGAT4B	1384	2248	1966	1692	1809	1404
MIR1229	0	0	0	0	0	0
SQSTM1	4025	5587	4750	3295	3050	2302
C5orf45	166	245	213	191	161	136
LOC100996419	5	21	15	19	6	16
TBC1D9B	1120	2182	1732	1249	1153	1065
RNF130	596	713	747	745	828	725
MIR340	0	0	0	0	0	0
RASGEF1C	3	11	5	5	3	5
MAPK9	392	623	523	375	362	357
GFPT2	618	1248	945	794	566	601
CNOT6	309	388	302	267	220	213
SCGB3A1	0	0	0	0	0	0
FLT4	6	4	3	1	1	2
OR2Y1	0	0	0	0	0	0
MGAT1	508	786	690	486	400	432
HEIH	114	169	156	180	156	126
LINC00847	58	129	95	96	111	81
ZFP62	108	151	138	153	111	132
BTNL8	1	3	1	3	4	2
BTNL3	0	0	0	0	0	0
BTNL9	0	0	0	0	0	0
MIR8089	0	0	0	0	0	0
OR2V1	1	0	0	0	0	0
OR2V2	0	0	0	0	0	1
LOC102577426	0	0	0	1	0	0
TRIM7	0	7	5	1	6	11
MIR4638	0	0	0	0	1	0
TRIM41	179	279	263	217	217	196
RACK1	8704	14240	12592	11608	9832	9492
SNORD96A	6	11	13	14	7	8
SNORD95	3	8	5	3	2	1
CTC-338M12.4	13	53	38	40	34	32
TRIM52	37	132	92	105	81	76
TRIM52-AS1	15	46	47	45	42	33
LINC00266-3	0	0	0	0	0	0
LOC285766	0	0	0	0	0	0
DUSP22	52	104	107	50	49	49
IRF4	1	0	3	6	8	2
EXOC2	176	239	213	151	125	138
HUS1B	0	0	0	0	0	0
LOC101927691	0	0	0	0	0	0
LINC01622	1	3	0	3	0	0
FOXQ1	1	3	7	0	1	1
FOXF2	46	112	94	45	59	34
MIR6720	1	4	9	3	6	2
FOXCUT	0	3	2	0	0	0
FOXC1	141	295	235	166	188	128
GMDS	59	40	35	57	34	29
GMDS-AS1	5	15	8	8	10	14
LINC01600	0	0	0	0	1	1
MYLK4	8	16	17	23	16	23
WRNIP1	219	369	299	246	257	230
SERPINB1	197	585	519	464	340	351
MIR4645	2	0	0	1	3	2
SERPINB9P1	27	91	60	97	82	57
LOC101927730	2	6	1	3	4	2
SERPINB9	30	54	41	64	67	49
SERPINB6	284	479	375	360	307	313
LINC01011	3	12	14	5	8	8
NQO2	70	130	115	111	95	97
HTATSF1P2	23	54	36	34	30	28
LOC101927759	9	22	22	25	19	17
RIPK1	188	307	239	231	202	191
TUBB2A	151	195	224	78	59	99
LOC100507194	0	0	0	0	0	0
TUBB2B	50	66	50	16	19	22
PSMG4	39	96	68	64	47	62
SLC22A23	490	1296	1331	241	196	231
PXDC1	240	439	365	299	255	202
FAM50B	24	22	21	28	18	17
PRPF4B	570	756	703	667	633	591
FAM217A	1	0	0	0	0	0
C6orf201	95	161	118	108	105	103
ECI2	159	241	183	174	169	174
LOC100507506	3	2	1	0	0	1
LOC102724096	0	0	0	0	0	0
KU-MEL-3	0	0	0	0	0	0
FGF7P6	6	7	7	7	7	6
FGF7P3	0	0	2	0	2	0
RPP40	32	40	26	24	23	24
LYRM4-AS1	15	38	24	20	10	18
LYRM4	48	93	71	85	52	54
PPP1R3G	10	33	38	10	11	5
MIR3691	0	0	0	0	0	0
LOC101927972	0	0	0	0	0	0
LOC101927950	0	0	1	0	0	0
NRN1	0	0	2	4	1	5
F13A1	47	15	25	14	23	22
MIR7853	0	0	0	0	0	0
MIR5683	0	0	0	0	0	0
LY86-AS1	0	0	0	0	0	0
LY86	0	0	0	0	0	0
RREB1	180	238	193	182	160	141
SSR1	1460	1715	1381	985	889	904
CAGE1	0	2	0	1	0	1
RIOK1	107	146	137	105	87	98
DSP	448	569	708	401	311	363
SNRNP48	156	322	235	175	178	158
TXNDC5	43	96	75	46	62	26
BLOC1S5-TXNDC5	0	0	0	0	0	0
PIP5K1P1	10	1	4	3	4	5
BLOC1S5	0	0	0	0	0	0
EEF1E1-BLOC1S5	0	0	0	0	0	0
EEF1E1	9	22	12	9	8	12
SCARNA27	5	0	1	1	1	0
SLC35B3	116	215	168	191	169	151
LOC100506207	5	5	2	6	3	2
HULC	1	0	0	3	2	0
TFAP2A	418	787	655	661	585	600
TFAP2A-AS1	9	42	23	38	49	28
LINC00518	0	0	0	0	0	0
MIR5689HG	0	1	0	0	0	1
MIR5689	0	0	0	0	0	0
GCNT2	68	79	65	72	85	77
C6orf52	6	6	6	5	5	2
PAK1IP1	156	188	159	116	104	127
TMEM14C	776	1133	963	1021	895	835
TMEM14B	409	583	486	475	431	402
MAK	26	46	40	38	37	38
GCM2	0	0	0	0	0	0
SYCP2L	4	8	12	14	5	14
LOC101928191	0	0	2	0	1	0
ELOVL2	39	59	46	38	18	17
ELOVL2-AS1	0	0	0	1	0	0
SMIM13	236	378	295	148	116	180
ERVFRD-1	3	6	5	4	6	0
NEDD9	540	794	884	439	464	481
TMEM170B	28	52	40	28	27	35
ADTRP	20	31	30	13	13	10
LOC101928253	0	0	0	0	0	0
HIVEP1	279	424	318	223	194	205
EDN1	4	11	7	4	2	4
PHACTR1	65	58	39	83	77	72
TBC1D7-LOC100130357	0	2	3	2	6	2
LOC100130357	8	12	10	6	21	10
TBC1D7	1	0	0	1	0	1
GFOD1	97	180	169	104	80	89
SIRT5	114	216	172	189	165	195
NOL7	368	607	481	359	338	324
RANBP9	513	583	564	431	514	482
MCUR1	143	229	180	110	105	118
RNF182	1	7	6	9	8	6
CD83	30	36	42	34	20	17
LINC01108	0	0	1	1	0	0
JARID2	141	123	162	86	114	123
JARID2-AS1	0	0	0	0	1	0
DTNBP1	99	125	96	96	105	108
MYLIP	66	53	95	290	289	233
MIR4639	0	0	0	0	1	0
GMPR	6	4	4	14	4	12
ATXN1	157	296	211	246	247	207
LOC101928433	32	86	54	90	69	48
STMND1	0	0	0	0	0	0
RBM24	4	11	14	3	2	16
CAP2	397	852	628	529	400	436
LOC101928491	1	4	6	2	6	5
FAM8A1	192	289	317	315	323	287
NUP153	659	926	684	635	465	527
LOC105374952	42	51	50	23	47	25
KIF13A	616	837	686	629	566	579
NHLRC1	8	14	9	17	13	10
TPMT	83	135	92	72	72	68
KDM1B	227	407	278	255	221	219
DEK	991	1582	1128	877	714	752
RNF144B	16	12	20	12	12	10
MIR548A1	0	0	0	0	0	0
LOC101928519	9	8	9	17	16	12
LOC105374960	0	0	0	0	0	0
LOC100506885	1	2	2	3	2	3
ID4	224	327	271	392	310	416
MBOAT1	2	6	11	0	3	4
E2F3	231	285	218	174	156	164
CDKAL1	50	58	32	53	57	38
LINC00581	0	0	0	1	1	0
SOX4	668	881	658	906	862	719
CASC15	1	2	6	2	5	3
NBAT1	0	0	0	0	0	0
PRL	0	0	0	0	0	0
LOC105374972	0	0	0	0	0	0
NRSN1	0	0	1	0	0	0
DCDC2	3	9	0	0	0	0
KAAG1	0	2	0	1	0	0
MRS2	225	402	280	271	227	211
GPLD1	20	31	19	29	25	23
ALDH5A1	148	255	179	272	235	209
KIAA0319	13	19	15	12	17	13
TDP2	191	369	265	242	175	201
ACOT13	142	263	199	187	199	180
C6orf62	1351	1520	1424	1278	1287	1005
GMNN	141	275	209	120	81	111
C6orf229	0	1	0	0	0	0
FAM65B	3	9	7	19	6	23
CMAHP	88	138	112	59	53	37
LOC101928663	0	0	0	0	0	0
CARMIL1	256	398	364	482	356	411
SCGN	0	0	0	0	0	0
HIST1H2AA	0	0	0	0	0	0
HIST1H2BA	0	0	0	0	0	0
HIST1H2APS1	0	0	0	0	0	0
SLC17A4	1	8	6	0	0	0
SLC17A1	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
TRIM38	179	259	204	278	227	192
HIST1H1A	0	0	0	0	0	0
HIST1H3A	1	0	0	0	0	1
HIST1H4A	0	0	0	0	0	0
HIST1H4B	0	0	0	0	0	0
HIST1H3B	0	0	1	0	0	1
HIST1H2AB	0	0	0	0	0	0
HIST1H2BB	0	1	1	0	0	0
HIST1H3C	0	4	1	0	0	1
HIST1H1C	49	128	85	41	42	59
HFE	78	167	106	94	95	75
HIST1H4C	1	2	3	3	0	1
HIST1H1T	0	0	0	2	0	0
HIST1H2BC	10	23	26	12	12	18
HIST1H2AC	43	93	59	73	65	51
HIST1H1E	1	0	1	0	3	1
HIST1H2BD	35	122	101	69	70	64
HIST1H2BE	6	6	7	7	14	10
HIST1H4D	1	2	1	2	0	2
HIST1H3D	4	12	5	2	3	3
HIST1H2AD	1	0	0	0	0	0
HIST1H2BF	0	6	2	2	2	0
HIST1H4E	0	1	0	1	3	3
HIST1H2BG	0	1	0	1	0	0
HIST1H2AE	0	1	1	1	3	1
HIST1H3E	8	8	6	6	9	4
HIST1H1D	0	0	0	0	0	0
HIST1H4F	0	0	0	0	0	0
HIST1H4G	0	0	0	0	0	0
HIST1H3F	0	0	0	0	1	0
HIST1H2BH	2	3	0	3	0	2
HIST1H3G	2	6	0	1	2	4
HIST1H2BI	1	0	1	0	0	0
HIST1H4H	3	13	8	2	0	1
BTN3A2	428	880	683	755	725	563
BTN2A2	47	83	68	68	65	55
BTN3A1	305	644	545	537	467	385
BTN2A3P	7	11	16	10	7	8
BTN3A3	159	271	244	312	302	231
BTN2A1	181	358	266	212	169	166
LOC285819	2	1	4	1	1	2
BTN1A1	1	0	0	4	1	6
HCG11	71	149	110	129	135	91
HMGN4	463	706	571	427	372	381
LOC105374988	0	0	0	0	0	0
ABT1	83	172	149	124	112	107
ZNF322	66	102	61	84	62	69
GUSBP2	2	3	5	4	5	2
LINC00240	2	9	5	4	7	4
LOC100270746	6	4	7	5	5	10
HIST1H2BJ	3	13	10	7	3	5
HIST1H2AG	0	3	1	2	3	2
HIST1H2BK	248	455	356	310	241	254
HIST1H4I	4	8	6	3	3	8
HIST1H2AH	0	1	0	0	0	0
MIR3143	0	0	0	0	0	0
PRSS16	31	55	29	65	58	62
POM121L2	0	0	0	0	0	0
VN1R10P	0	0	0	0	0	0
ZNF204P	0	0	0	0	0	0
ZNF391	0	0	0	0	1	0
ZNF184	37	43	48	33	36	35
LINC01012	0	0	0	0	0	0
LOC100131289	0	0	0	0	0	0
HIST1H2BL	0	1	0	1	1	1
HIST1H2AI	5	4	2	2	3	2
HIST1H3H	4	7	6	5	7	6
HIST1H2AJ	0	0	0	0	1	0
HIST1H2BM	0	0	0	0	0	0
HIST1H4J	0	0	1	0	0	0
HIST1H4K	1	2	1	1	1	1
HIST1H2AK	1	3	3	7	2	4
HIST1H2BN	21	17	16	16	31	23
HIST1H2AL	5	3	6	1	6	2
HIST1H1B	0	2	0	0	0	0
HIST1H3I	0	0	0	0	0	1
HIST1H4L	0	0	0	0	0	0
HIST1H3J	0	0	1	0	0	1
HIST1H2AM	2	0	2	0	2	1
HIST1H2BO	4	2	0	3	1	1
OR2B2	0	0	0	0	0	0
OR2B6	0	5	2	2	0	2
ZNF165	12	13	9	11	10	7
ZSCAN12P1	12	15	7	4	3	3
ZSCAN16-AS1	9	38	18	28	20	26
ZSCAN16	16	27	18	22	18	18
ZKSCAN8	255	479	370	412	342	339
ZNF192P1	4	5	14	8	8	6
TOB2P1	2	1	4	4	1	2
ZSCAN9	31	48	45	40	28	29
ZKSCAN4	41	60	55	53	46	39
NKAPL	0	0	0	0	0	0
ZSCAN26	57	84	64	85	82	82
PGBD1	7	23	16	37	32	29
ZSCAN31	168	279	209	458	362	313
ZKSCAN3	14	35	17	25	30	28
ZSCAN12	37	43	29	40	33	40
ZSCAN23	5	1	4	1	3	1
GPX6	0	0	0	0	0	0
GPX5	0	0	0	0	0	0
LINC00533	0	0	0	0	0	0
LINC01623	0	0	0	0	0	0
HCG14	0	0	0	0	0	1
TRIM27	320	447	395	293	278	273
LINC01556	0	0	0	0	0	0
HCG16	1	1	0	4	1	0
ZNF311	6	3	4	8	8	5
LOC100129636	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0
LOC101929006	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0
OR12D3	0	0	0	0	0	0
OR12D2	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0
LINC01015	0	0	0	0	0	0
UBD	0	1	0	0	1	0
SNORD32B	0	0	0	0	0	0
OR2H2	2	0	2	1	0	1
GABBR1	237	467	340	399	358	358
MOG	0	0	0	1	1	0
ZFP57	0	0	1	0	0	0
HLA-F	100	156	242	132	133	99
HLA-F-AS1	16	32	35	28	22	13
IFITM4P	0	7	3	1	1	1
HCG4	5	14	9	8	9	10
LOC554223	0	0	2	0	1	1
HLA-G	9	9	22	7	18	12
HCG4B	1	1	2	4	3	3
HCG9	0	0	0	1	0	1
ZNRD1ASP	8	16	15	11	17	19
HLA-J	12	26	6	28	27	13
HCG8	9	8	7	11	9	8
ZNRD1	37	48	32	43	25	28
PPP1R11	178	334	269	242	166	172
RNF39	22	44	40	46	25	23
TRIM31	1	0	0	0	0	1
TRIM31-AS1	0	0	0	1	0	0
TRIM40	0	0	0	0	0	0
TRIM10	0	0	0	1	0	0
TRIM15	0	0	0	0	0	0
TRIM26	368	715	566	601	536	496
HCG17	1	7	2	7	6	1
HLA-L	7	26	27	4	6	7
MIR6891	0	0	0	0	0	0
HCG18	158	291	204	150	118	128
TRIM39	58	92	69	70	57	61
TRIM39-RPP21	0	0	0	0	0	0
RPP21	0	0	0	0	0	1
HLA-E	1678	2892	2766	2089	2333	1584
GNL1	249	414	298	374	389	287
PRR3	118	207	169	187	178	149
ABCF1	419	627	577	400	302	308
MIR877	0	0	0	0	0	0
PPP1R10	251	423	333	310	252	283
MRPS18B	254	424	343	302	296	255
ATAT1	101	157	119	133	127	129
C6orf136	66	133	99	94	93	88
DHX16	201	344	324	229	223	228
PPP1R18	503	798	657	413	410	256
NRM	72	128	113	113	75	107
MDC1	247	433	276	299	277	278
MDC1-AS1	43	56	45	37	44	39
TUBB	8931	13234	9922	7966	6966	7194
FLOT1	482	1155	796	676	569	583
IER3	312	625	874	162	174	125
LINC00243	1	0	3	2	0	0
LOC105375014	0	1	1	1	1	0
DDR1	1168	2289	2066	1607	1582	1339
MIR4640	0	1	0	1	0	0
GTF2H4	87	156	109	114	91	89
VARS2	111	170	120	154	120	114
SFTA2	0	0	0	0	0	0
DPCR1	1	3	0	4	4	1
MUC21	0	0	0	0	0	1
MUC22	0	0	0	0	0	0
HCG22	0	0	0	0	0	0
C6orf15	0	0	0	0	0	0
PSORS1C1	39	123	94	91	75	39
CDSN	11	31	27	21	20	21
PSORS1C2	8	29	22	14	18	13
CCHCR1	100	177	104	112	134	108
TCF19	145	224	148	117	94	110
NTAN1	113	187	130	111	123	125
PSORS1C3	0	1	0	2	0	0
HCG27	2	3	6	6	5	4
HLA-C	3072	5759	5633	3128	3341	2507
HLA-B	3425	6648	7545	4203	4179	2862
HCP5	93	222	200	146	151	119
HCG26	7	16	15	25	24	8
MICB	47	74	55	26	22	13
MCCD1	1	0	0	0	2	2
DDX39B	2	2	3	1	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0
SNORD117	0	5	2	1	1	0
SNORD84	2	3	4	3	2	2
DDX39B-AS1	4	0	0	0	0	0
ATP6V1G2	0	3	3	0	0	0
NFKBIL1	56	128	96	85	105	77
LTA	1	2	3	3	2	6
TNF	3	5	7	0	2	0
LTB	14	16	26	3	7	1
LST1	2	2	0	1	1	1
NCR3	0	1	0	1	0	0
AIF1	2	4	14	12	20	9
PRRC2A	2699	3891	2991	2427	2335	2223
SNORA38	1	0	0	0	1	0
MIR6832	0	0	0	0	0	0
BAG6	1169	1795	1499	1198	1135	1103
APOM	66	88	85	69	47	50
C6orf47	76	127	112	110	104	95
GPANK1	135	225	181	182	172	163
CSNK2B	835	1089	1022	902	913	891
LY6G5B	63	92	87	88	85	96
LY6G5C	3	5	3	4	2	5
ABHD16A	187	318	260	265	223	239
MIR4646	0	0	0	0	0	0
LY6G6F	0	1	0	0	0	0
LY6G6D	1	1	0	0	0	1
LY6G6C	3	12	15	5	4	2
C6orf25	4	7	10	6	4	9
DDAH2	282	542	466	429	375	380
CLIC1	1664	2921	2338	1665	1474	1469
MSH5	0	0	0	0	0	0
MSH5-SAPCD1	1	5	3	2	2	2
SAPCD1	0	0	0	0	0	0
SAPCD1-AS1	8	32	20	21	23	20
VWA7	19	65	39	28	30	18
VARS	540	737	494	344	289	290
LSM2	107	177	150	101	94	98
HSPA1L	7	21	19	14	12	11
HSPA1A	396	621	409	243	221	187
HSPA1B	323	470	335	192	215	148
C6orf48	351	735	638	509	468	420
SNORD48	3	3	0	2	2	2
SNORD52	4	5	6	2	1	1
SLC44A4	0	0	0	0	0	0
EHMT2	416	642	547	561	554	485
C2	18	23	29	40	34	18
ZBTB12	58	94	84	78	62	59
C2-AS1	0	1	2	2	2	1
CFB	2559	5575	8202	1786	1583	1121
NELFE	308	517	377	358	344	328
MIR1236	0	0	0	0	0	0
SKIV2L	456	726	608	447	400	371
DXO	118	224	194	150	119	141
STK19	99	193	194	81	62	85
C4A	0	0	0	0	0	0
C4B	0	0	0	0	0	0
C4B_2	0	0	0	0	0	0
CYP21A2	9	45	34	5	9	5
CYP21A1P	2	1	0	1	0	0
TNXA	0	0	0	0	0	0
TNXB	1641	3431	3016	1075	918	1304
ATF6B	362	627	471	395	371	383
FKBPL	14	36	25	26	21	17
PRRT1	24	47	42	54	52	40
LOC100507547	16	40	33	33	28	38
PPT2	45	92	50	52	58	55
PPT2-EGFL8	0	0	0	0	2	0
EGFL8	0	0	0	0	0	0
AGPAT1	339	703	489	529	486	416
MIR6721	0	0	0	0	0	0
RNF5	0	0	0	0	0	0
RNF5P1	21	10	12	17	25	18
MIR6833	0	0	0	0	0	0
PRDM14	0	0	0	0	0	0
PRDM10	92	168	109	115	118	99
PBX2	372	671	555	593	523	435
GPSM3	41	30	20	21	43	26
NOTCH4	9	4	9	4	5	3
LOC101929163	0	0	0	1	1	0
C6orf10	1	0	0	0	0	1
HCG23	0	0	1	0	0	0
BTNL2	0	0	0	0	1	1
HLA-DRA	1	0	1	0	2	0
HLA-DRB5	0	0	0	0	0	0
HLA-DRB6	2	1	22	1	0	6
HLA-DRB1	0	1	6	2	0	0
HLA-DQA1	1	2	0	21	10	10
HLA-DQB1	2	0	0	0	0	1
HLA-DQB1-AS1	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0
MIR3135B	0	0	0	0	0	0
HLA-DQB2	0	0	0	1	1	1
